<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
09.01.2020;18:40:00;111920;115168;108073;110926;74
09.01.2020;18:41:00;112683;115012;107905;113326;55
09.01.2020;18:42:00;110806;115274;107912;111537;79
09.01.2020;18:42:59;109609;115125;107972;108114;32
09.01.2020;18:44:00;111853;115127;107966;113315;92
09.01.2020;18:45:00;112785;115246;108194;113235;67
09.01.2020;18:46:00;112616;115140;107916;108955;46
09.01.2020;18:47:00;114982;115092;108052;113536;72
09.01.2020;18:48:00;109345;115236;107955;110088;16
09.01.2020;18:49:00;109318;115293;108390;115227;25
09.01.2020;18:50:00;109428;114926;108026;108815;57
09.01.2020;18:51:00;109038;115289;108076;112020;40
09.01.2020;18:52:00;111875;115262;107973;110859;44
09.01.2020;18:53:00;111238;115286;107930;109165;80
09.01.2020;18:54:00;114699;115145;107996;115119;44
09.01.2020;18:55:00;113715;115146;108058;112758;10
09.01.2020;18:56:00;113405;115290;108215;110820;91
09.01.2020;18:57:00;115271;115282;108008;113480;66
09.01.2020;18:58:00;108143;115049;107915;113815;25
09.01.2020;18:59:00;108189;115251;108085;111091;12
09.01.2020;19:00:00;110461;115285;108104;109071;59
09.01.2020;19:01:00;110623;115097;108144;113081;69
09.01.2020;19:02:00;111818;115223;107957;115141;9
09.01.2020;19:03:00;115006;115295;107919;111779;49
09.01.2020;19:04:00;111755;115215;108139;112841;49
09.01.2020;19:05:00;110051;115039;108060;114033;58
09.01.2020;19:06:00;108417;115196;108308;113869;48
09.01.2020;19:07:00;113262;115177;107949;109346;80
09.01.2020;19:08:00;113836;115231;107920;110393;38
09.01.2020;19:09:00;114902;115173;107966;110980;60
09.01.2020;19:10:00;113774;115274;107944;113930;49
09.01.2020;19:11:00;111266;115088;108154;113796;57
09.01.2020;19:12:00;112558;115250;107988;112472;20
09.01.2020;19:13:00;115155;115209;107962;111922;83
09.01.2020;19:14:00;110833;115026;107902;114871;58
09.01.2020;19:15:00;111512;115185;107953;113851;55
09.01.2020;19:16:00;112918;115080;107946;110783;42
09.01.2020;19:17:00;111188;115252;107950;111691;91
09.01.2020;19:18:00;112937;115089;108027;112264;40
09.01.2020;19:19:00;113846;115293;107927;112976;18
09.01.2020;19:19:59;115246;115246;108106;110281;50
09.01.2020;19:21:00;113630;115231;107952;114546;24
09.01.2020;19:22:00;110397;115236;107913;113646;72
09.01.2020;19:23:00;109700;115295;108116;110724;31
09.01.2020;19:23:59;108729;115230;107978;108588;22
09.01.2020;19:25:00;111264;115246;108189;108582;36
09.01.2020;19:26:00;110959;115236;107917;112213;38
09.01.2020;19:27:00;115029;115264;107950;114235;80
09.01.2020;19:27:59;109032;115042;107975;113940;98
09.01.2020;19:29:00;114041;115289;108225;111853;86
09.01.2020;19:30:00;114050;115297;108082;113330;81
09.01.2020;19:31:00;114855;115187;108210;114698;49
09.01.2020;19:32:00;114037;115273;108031;111706;12
09.01.2020;19:33:00;110419;114972;107953;108469;56
09.01.2020;19:34:00;113167;115210;107943;113997;39
09.01.2020;19:35:00;114622;115035;107951;114226;12
09.01.2020;19:36:00;112291;115101;107984;108680;4
09.01.2020;19:37:00;113870;115240;108007;112756;48
09.01.2020;19:38:00;110011;114912;108297;112511;52
09.01.2020;19:39:00;114684;115150;108013;111293;20
09.01.2020;19:40:00;110043;115107;108283;108283;42
09.01.2020;19:41:00;111659;115262;107958;112470;9
09.01.2020;19:42:00;110811;115138;108053;113634;22
09.01.2020;19:43:00;113435;115290;108278;109504;62
09.01.2020;19:44:00;111088;115272;107907;114251;78
09.01.2020;19:45:00;110666;115107;108009;109474;73
09.01.2020;19:46:00;111475;115276;108020;113431;47
09.01.2020;19:47:00;110096;115195;108126;110270;50
09.01.2020;19:48:00;111559;115180;107977;111226;82
09.01.2020;19:49:00;109907;114840;107918;112218;62
09.01.2020;19:50:00;112085;115297;107984;109707;29
09.01.2020;19:51:00;114639;115139;108067;109334;17
09.01.2020;19:52:00;112611;115229;108256;113720;56
09.01.2020;19:53:00;111230;115214;108017;112725;68
09.01.2020;19:54:00;108278;115048;107997;112825;39
09.01.2020;19:55:00;110190;114960;108022;113807;60
09.01.2020;19:56:00;111447;114993;108024;110096;8
09.01.2020;19:57:00;112339;115247;107907;114411;74
09.01.2020;19:58:00;113061;115265;108261;110594;11
09.01.2020;19:59:00;114709;115271;107968;111962;52
09.01.2020;20:00:00;114137;115226;107961;114884;14
09.02.2020;10:00:00;111297;115295;108101;114801;17
09.02.2020;10:01:00;110321;115234;107950;114181;90
09.02.2020;10:02:00;109117;115056;108145;112132;69
09.02.2020;10:03:00;113501;115254;107909;109353;42
09.02.2020;10:04:00;109626;115285;108140;114681;57
09.02.2020;10:05:00;111209;115285;108094;108094;91
09.02.2020;10:06:00;110085;115233;108228;109648;42
09.02.2020;10:07:00;108091;115208;107918;114900;61
09.02.2020;10:08:00;113243;115238;108004;109112;43
09.02.2020;10:09:00;110953;115290;108004;110082;35
09.02.2020;10:10:00;110441;115165;107926;111848;51
09.02.2020;10:11:00;110960;115097;107963;110425;1
09.02.2020;10:12:00;111957;115078;108122;108933;76
09.02.2020;10:13:00;112154;115246;108010;112058;37
09.02.2020;10:14:00;110787;115289;107924;113908;39
09.02.2020;10:15:00;109619;114844;107967;110425;56
09.02.2020;10:16:00;108767;115238;107963;109364;7
09.02.2020;10:17:00;111740;115298;108047;108247;1
09.02.2020;10:18:00;109882;115287;108259;108783;37
09.02.2020;10:19:00;111454;115192;107979;114615;67
09.02.2020;10:20:00;108887;115104;107970;114171;64
09.02.2020;10:21:00;109706;115252;107952;114095;67
09.02.2020;10:22:00;109201;115292;107903;109234;64
09.02.2020;10:23:00;109809;115223;107989;108808;45
09.02.2020;10:24:00;113750;115054;108120;110267;8
09.02.2020;10:24:59;110118;115298;107936;108731;73
09.02.2020;10:26:00;112664;115292;107976;110867;57
09.02.2020;10:26:59;109361;115228;108161;113218;49
09.02.2020;10:28:00;111313;115210;107933;115167;35
09.02.2020;10:28:59;111980;115237;107916;109372;52
09.02.2020;10:30:00;112795;115295;108087;109753;69
09.02.2020;10:31:00;112002;115251;107935;111470;22
09.02.2020;10:32:00;112132;115297;107908;109066;3
09.02.2020;10:33:00;109785;115243;107971;113857;71
09.02.2020;10:34:00;113419;115298;108080;113752;79
09.02.2020;10:35:00;114457;115235;107920;112759;27
09.02.2020;10:36:00;115029;115266;108038;112299;84
09.02.2020;10:37:00;114793;115084;108109;111703;25
09.02.2020;10:38:00;114956;115290;107925;112643;46
09.02.2020;10:39:00;112551;115264;108147;110886;10
09.02.2020;10:40:00;110129;115262;107904;109743;92
09.02.2020;10:41:00;110626;115156;107997;113328;6
09.02.2020;10:42:00;114150;115001;107963;113688;47
09.02.2020;10:43:00;113239;115236;107958;108354;19
09.02.2020;10:44:00;113484;115086;107903;111738;67
09.02.2020;10:45:00;114629;115128;107911;108232;63
09.02.2020;10:46:00;112414;115257;107997;113290;15
09.02.2020;10:47:00;110731;114978;108520;112417;86
09.02.2020;10:48:00;113823;115285;108208;109967;52
09.02.2020;10:49:00;112637;115289;107965;112860;47
09.02.2020;10:50:00;114893;115181;108029;114430;5
09.02.2020;10:51:00;110181;115251;108013;112776;58
09.02.2020;10:52:00;109448;115279;108095;111148;96
09.02.2020;10:53:00;111118;115258;108164;112658;90
09.02.2020;10:54:00;108926;114990;107951;110369;66
09.02.2020;10:55:00;110213;115097;108015;108693;15
09.02.2020;10:56:00;112613;115238;107951;114482;96
09.02.2020;10:57:00;111128;115291;107900;108611;20
09.02.2020;10:58:00;113649;115212;108020;111872;86
09.02.2020;10:59:00;113728;115101;108150;112079;85
09.02.2020;11:00:00;111938;115248;107908;111241;54
09.02.2020;11:01:00;115151;115225;107940;110303;13
09.02.2020;11:02:00;114133;115215;107910;109407;4
09.02.2020;11:03:00;108279;115182;107914;108772;31
09.02.2020;11:04:00;113718;115146;107966;114925;45
09.02.2020;11:05:00;113384;114949;107912;112131;10
09.02.2020;11:06:00;114367;115191;107965;114585;98
09.02.2020;11:07:00;112668;115170;108071;114656;78
09.02.2020;11:08:00;112904;115167;107924;115068;32
09.02.2020;11:09:00;111144;115144;107989;107989;1
09.02.2020;11:09:59;112586;115269;108012;109284;23
09.02.2020;11:11:00;111092;115256;108000;111057;80
09.02.2020;11:11:59;111887;115211;107913;110421;28
09.02.2020;11:13:00;108176;114696;107926;112529;90
09.02.2020;11:13:59;110448;115251;108019;108501;42
09.02.2020;11:15:00;114338;115140;108109;113224;9
09.02.2020;11:16:00;111441;114757;107928;111591;22
09.02.2020;11:17:00;109707;114872;107952;111921;75
09.02.2020;11:18:00;111089;115236;107963;114580;39
09.02.2020;11:19:00;111871;115233;107918;114740;73
09.02.2020;11:20:00;110263;115269;107960;114263;30
09.02.2020;11:21:00;113590;115294;107913;108895;12
09.02.2020;11:22:00;115031;115187;107926;108609;37
09.02.2020;11:23:00;108532;115102;107910;108942;36
09.02.2020;11:24:00;112084;115233;108036;110411;1
09.02.2020;11:25:00;108111;115160;107931;108808;1
09.02.2020;11:26:00;108319;115237;107914;109620;16
09.02.2020;11:27:00;113856;115124;107909;111550;87
09.02.2020;11:28:00;115022;115235;108064;108064;77
09.02.2020;11:29:00;111945;115293;107926;110398;75
09.02.2020;11:30:00;108869;115264;107958;107958;1
09.02.2020;11:31:00;108858;115143;107971;107971;62
09.02.2020;11:32:00;111289;115190;107964;115190;90
09.02.2020;11:33:00;110254;115271;108000;108864;34
09.02.2020;11:34:00;113652;115163;107909;111011;4
09.02.2020;11:35:00;112774;115265;108267;115265;23
09.02.2020;11:36:00;112662;115299;107915;112646;15
09.02.2020;11:37:00;111744;115292;108038;113506;36
09.02.2020;11:38:00;112099;115199;108000;113455;33
09.02.2020;11:39:00;111106;115117;107933;109590;54
09.02.2020;11:40:00;108593;115258;108022;108822;89
09.02.2020;11:41:00;111651;115271;108005;112586;2
09.02.2020;11:42:00;111309;114917;107927;111544;66
09.02.2020;11:43:00;113701;115151;107922;108251;78
09.02.2020;11:44:00;110958;115186;107948;111342;65
09.02.2020;11:45:00;112278;115251;108177;111604;74
09.02.2020;11:46:00;110774;115165;107915;113414;43
09.02.2020;11:47:00;109379;114664;108097;114235;84
09.02.2020;11:48:00;111430;114980;107943;111156;40
09.02.2020;11:49:00;114623;115125;108005;111265;47
09.02.2020;11:50:00;115227;115295;108018;108900;71
09.02.2020;11:51:00;108140;115192;107943;112068;67
09.02.2020;11:52:00;114605;115294;107926;110515;18
09.02.2020;11:53:00;114317;115113;107983;113150;87
09.02.2020;11:54:00;111703;115097;107910;111539;50
09.02.2020;11:54:59;110045;115271;108037;111860;68
09.02.2020;11:56:00;110165;115113;107915;108824;1
09.02.2020;11:56:59;112913;115275;107934;111423;57
09.02.2020;11:58:00;110594;115238;107930;114123;25
09.02.2020;11:58:59;109071;115195;108132;108395;69
09.02.2020;12:00:00;113087;115193;107936;111496;25
09.02.2020;12:01:00;111510;115290;107901;111302;83
09.02.2020;12:02:00;108832;115263;107927;108887;62
09.02.2020;12:03:00;114590;115282;107963;110421;36
09.02.2020;12:04:00;112840;115100;107957;114860;95
09.02.2020;12:05:00;112573;115273;107911;109079;4
09.02.2020;12:06:00;112689;115264;108410;111030;81
09.02.2020;12:07:00;112434;114652;107948;112599;43
09.02.2020;12:08:00;112775;115233;107914;109944;54
09.02.2020;12:09:00;108703;115243;107972;109043;83
09.02.2020;12:10:00;108939;114960;108127;109506;30
09.02.2020;12:11:00;108792;115157;107913;109323;22
09.02.2020;12:12:00;111581;115252;108077;114471;11
09.02.2020;12:13:00;108755;114987;107988;109629;38
09.02.2020;12:14:00;115277;115297;107902;113825;34
09.02.2020;12:15:00;109525;115264;107924;112332;45
09.02.2020;12:16:00;110105;115239;108112;108676;83
09.02.2020;12:17:00;111939;115156;107945;107945;18
09.02.2020;12:18:00;111236;114826;107912;113346;85
09.02.2020;12:18:59;112600;115171;107977;114580;7
09.02.2020;12:20:00;111769;114413;108009;111248;51
09.02.2020;12:20:59;109218;115101;107906;110218;5
09.02.2020;12:22:00;109130;115184;108008;114365;39
09.02.2020;12:22:59;110640;115181;107913;114973;2
09.02.2020;12:24:00;112834;115231;107988;112528;81
09.02.2020;12:24:59;114762;115103;107976;111395;93
09.02.2020;12:26:00;108287;115217;108022;115062;27
09.02.2020;12:26:59;114515;115146;107936;113045;5
09.02.2020;12:28:00;108582;115088;108025;113838;18
09.02.2020;12:28:59;109177;115160;108291;115022;1
09.02.2020;12:30:00;112514;115157;107939;108800;65
09.02.2020;12:31:00;113224;114968;107905;111682;25
09.02.2020;12:32:00;114181;115287;107945;113878;11
09.02.2020;12:33:00;110270;115204;107946;110451;31
09.02.2020;12:34:00;109955;115279;107947;111791;17
09.02.2020;12:35:00;115040;115284;108008;114600;16
09.02.2020;12:36:00;112456;115288;107975;112512;42
09.02.2020;12:37:00;113706;115100;108181;111411;17
09.02.2020;12:39:00;113533;115299;107964;113262;51
09.02.2020;12:40:00;114715;115106;107917;114128;92
09.02.2020;12:41:00;111208;115242;108224;111513;55
09.02.2020;12:42:00;111429;115065;108033;110096;89
09.02.2020;12:43:00;111589;115295;107912;111580;37
09.02.2020;12:44:00;113099;115215;108043;115099;68
09.02.2020;12:45:00;113777;115275;107978;113592;18
09.02.2020;12:46:00;113551;115200;107947;112822;60
09.02.2020;12:47:00;111714;114830;107962;109536;74
09.02.2020;12:48:00;108559;115220;108008;110418;16
09.02.2020;12:49:00;114890;115294;107952;109764;50
09.02.2020;12:50:00;114765;115239;107955;113333;44
09.02.2020;12:51:00;113043;115194;107948;114326;74
09.02.2020;12:52:00;107926;115118;107926;113478;39
09.02.2020;12:53:00;110607;115253;108002;112504;90
09.02.2020;12:55:00;112096;115255;107943;111606;28
09.02.2020;12:56:00;114604;115273;108070;108293;82
09.02.2020;12:57:00;110891;115134;107989;111335;22
09.02.2020;12:58:00;113949;115249;107926;113723;88
09.02.2020;12:59:00;109036;115228;108036;110130;37
09.02.2020;13:00:00;110479;115254;108143;114613;4
09.02.2020;13:01:00;109810;115250;108248;108530;94
09.02.2020;13:02:00;111409;115158;107922;108095;59
09.02.2020;13:03:00;109917;115234;108078;111771;74
09.02.2020;13:03:59;108937;114843;108121;109777;58
09.02.2020;13:05:00;113201;115234;108296;112295;16
09.02.2020;13:05:59;111196;115276;107989;115239;64
09.02.2020;13:07:00;114029;115299;108070;114582;10
09.02.2020;13:07:59;112241;115294;108010;109747;59
09.02.2020;13:09:00;109633;114837;108113;114837;96
09.02.2020;13:09:59;112876;115200;107958;108634;73
09.02.2020;13:11:00;110461;115240;107978;111213;66
09.02.2020;13:11:59;111416;115293;107900;108573;13
09.02.2020;13:13:00;108743;115196;107926;108186;56
09.02.2020;13:13:59;111884;115265;107978;111702;30
09.02.2020;13:15:00;114044;115261;108206;109144;27
09.02.2020;13:16:00;113527;115247;107992;110115;4
09.02.2020;13:17:00;108095;115088;107917;112865;56
09.02.2020;13:18:00;110062;115058;107959;114252;80
09.02.2020;13:19:00;113858;115254;107918;111187;84
09.02.2020;13:20:00;109744;115268;107952;110463;6
09.02.2020;13:21:00;110190;115295;108051;108651;89
09.02.2020;13:22:00;114581;114802;107991;114596;42
09.02.2020;13:23:00;114047;115231;107988;112231;28
09.02.2020;13:24:00;111037;114947;108323;108323;75
09.02.2020;13:25:00;110357;115240;107979;111338;69
09.02.2020;13:26:00;111241;114980;108098;108098;87
09.02.2020;13:27:00;109105;115263;107971;110416;91
09.02.2020;13:29:00;115041;115285;107916;110700;71
09.02.2020;13:30:00;114504;115226;107989;112009;50
09.02.2020;13:31:00;109859;115171;108031;111735;18
09.02.2020;13:32:00;111474;114537;108018;111035;59
09.02.2020;13:33:00;109556;115230;107988;109535;76
09.02.2020;13:34:00;114542;115270;107943;115015;12
09.02.2020;13:35:00;110445;115256;108121;108843;58
09.02.2020;13:36:00;108190;115277;107954;113133;67
09.02.2020;13:37:00;110665;115089;107907;110844;68
09.02.2020;13:38:00;112674;115291;107901;110222;48
09.02.2020;13:39:00;110558;115251;107902;112163;26
09.02.2020;13:40:00;110238;115236;107983;109428;51
09.02.2020;13:41:00;108245;115193;107988;110057;87
09.02.2020;13:42:00;112049;114968;107994;108708;94
09.02.2020;13:43:00;108909;115007;107947;108867;56
09.02.2020;13:44:00;113197;115105;108064;112993;20
09.02.2020;13:45:00;112504;115116;107960;110652;85
09.02.2020;13:46:00;108059;115130;107965;114826;20
09.02.2020;13:47:00;109971;115285;108033;109199;62
09.02.2020;13:48:00;108669;115001;107956;113703;23
09.02.2020;13:48:59;109469;115293;108443;110232;19
09.02.2020;13:50:00;112193;115213;107934;109073;51
09.02.2020;13:50:59;109181;115251;107907;112548;15
09.02.2020;13:52:00;108655;115236;108155;110003;10
09.02.2020;13:52:59;109097;115289;107933;110667;55
09.02.2020;13:54:00;110177;115261;107928;113862;82
09.02.2020;13:54:59;112814;115265;108070;112741;33
09.02.2020;13:56:00;110532;115258;107963;110996;78
09.02.2020;13:56:59;112515;115057;107935;112616;67
09.02.2020;13:58:00;112427;114826;108018;112954;34
09.02.2020;13:58:59;109568;115297;107967;113828;41
09.02.2020;14:00:00;112933;115119;108103;113279;97
09.02.2020;14:01:00;114555;115273;107928;113314;18
09.02.2020;14:02:00;114845;115244;107931;107931;2
09.02.2020;14:03:00;115276;115276;107952;113291;13
09.02.2020;14:04:00;110763;115198;107971;113641;71
09.02.2020;14:05:00;111538;115270;108088;113150;38
09.02.2020;14:06:00;113548;115158;107949;109885;95
09.02.2020;14:07:00;113226;115252;108244;113355;46
09.02.2020;14:08:00;111258;115279;107911;112516;19
09.02.2020;14:09:00;114951;114951;107936;111598;91
09.02.2020;14:10:00;109803;115098;108162;111602;80
09.02.2020;14:11:00;109643;115216;108042;108984;62
09.02.2020;14:12:00;113754;115244;108069;111958;53
09.02.2020;14:13:00;108856;115158;107976;111567;60
09.02.2020;14:14:00;110355;115254;107954;110938;83
09.02.2020;14:15:00;112481;115297;107902;110070;30
09.02.2020;14:16:00;112419;115251;107959;111251;73
09.02.2020;14:17:00;108590;115270;107958;108393;93
09.02.2020;14:18:00;109356;115181;107965;114970;46
09.02.2020;14:19:00;114523;114961;108018;111698;33
09.02.2020;14:20:00;110235;115276;107931;109516;55
09.02.2020;14:21:00;108932;115233;108030;108030;84
09.02.2020;14:22:00;114406;115264;107939;108310;56
09.02.2020;14:23:00;113447;115223;107915;114996;28
09.02.2020;14:24:00;115174;115174;108116;111137;20
09.02.2020;14:25:00;109119;115091;107921;113191;20
09.02.2020;14:26:00;112855;115094;108050;108938;3
09.02.2020;14:27:00;108599;115262;107970;110483;69
09.02.2020;14:28:00;111555;115264;108090;108107;3
09.02.2020;14:29:00;113325;115215;108237;111125;12
09.02.2020;14:30:00;108795;115201;107968;111256;90
09.02.2020;14:31:00;115179;115179;108167;109180;69
09.02.2020;14:32:00;112364;115258;108005;113319;31
09.02.2020;14:33:00;112462;115259;108072;109282;33
09.02.2020;14:33:59;112605;115197;108038;108391;42
09.02.2020;14:35:00;108086;115051;108067;108496;70
09.02.2020;14:35:59;111307;115235;107914;114753;93
09.02.2020;14:37:00;112062;115156;107930;107930;29
09.02.2020;14:37:59;112434;115265;107940;114178;72
09.02.2020;14:39:00;114701;115206;108052;112895;87
09.02.2020;14:39:59;112943;115208;107949;110738;73
09.02.2020;14:41:00;114747;114917;108413;113756;96
09.02.2020;14:41:59;110912;115180;107990;112934;31
09.02.2020;14:43:00;112370;115225;108045;112719;73
09.02.2020;14:43:59;108170;115248;107975;112738;69
09.02.2020;14:45:00;110484;115220;108098;108614;17
09.02.2020;14:46:00;111132;115049;108152;111888;92
09.02.2020;14:47:00;110688;115201;108001;114454;87
09.02.2020;14:48:00;110747;115180;107966;109474;5
09.02.2020;14:49:00;111811;115048;108035;109376;56
